id,neighbourhood_cleansed,room_type,accommodates,bedrooms,price,minimum_nights_x,maximum_nights,amenities,review_scores_rating,estimated_occupancy_l365d,Wifi_x,kitchen_x,has_washer_x,air conditioning_x,parking_gratuit_x,taux_occupation,seuil,classement,taille_groupe,Wifi_y,kitchen_y,has_washer_y,air conditioning_y,parking_gratuit_y,minimum_nights_y,recor_wifi,reco_kitchen,reco_washer,reco_ac,reco_parking,reco_nuit,recommandation_finale
42849408,Saint-Mdard-en-Jalles,Entire home/apt,9,4.0,297.0,1,365,"[""Baby bath"", ""Refrigerator"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Hair dryer"", ""Drying rack for clothing"", ""Children\u2019s books and toys"", ""50 inch HDTV with premium cable"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""Dining table"", ""Pack \u2019n play/Travel crib - available upon request"", ""Free washer \u2013 In unit"", ""Game console: PS3"", ""Freezer"", ""Free street parking"", ""Coffee maker: espresso machine"", ""Garden view"", ""Long term stays allowed"", ""Private entrance"", ""Heating"", ""Cooking basics"", ""Rice maker"", ""BBQ grill: charcoal"", ""Smart lock"", ""Cleaning products"", ""Free driveway parking on premises \u2013 3 spaces"", ""Outdoor furniture"", ""Outdoor dining area"", ""Coffee"", ""Standalone high chair"", ""Cleaning available during stay"", ""Essentials"", ""Oven"", ""Self check-in"", ""Hangers"", ""Microwave"", ""Central air conditioning"", ""Free dryer \u2013 In unit"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Shampoo"", ""Smoke alarm"", ""Kitchen"", ""Sun loungers"", ""Fire pit"", ""Fast wifi \u2013 50 Mbps""]",4.95,162,1,1,1,1,1,0.8191780821917808,36.0,1,53.0,1.0,1.0,1.0,0.6666666666666666,1.0,5.0,,,,,,,Votre logement fait déjà partie des meilleurs de votre segment. Continuez ainsi !
42853965,Centre ville (Bordeaux),Private room,2,1.0,398.0,1,6,"[""Pets allowed"", ""Hair dryer"", ""Crib"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""TV"", ""Dedicated workspace"", ""Essentials"", ""Self check-in"", ""Building staff"", ""Heating"", ""Iron""]",,0,1,0,0,0,0,0.3315068493150685,36.0,0,53.0,1.0,0.7333333333333333,0.4666666666666667,0.26666666666666666,0.0,2.0,,1.0,,,,,1. Ajouter une cuisine équipée
42854023,Centre ville (Bordeaux),Private room,2,1.0,,1,6,"[""Pets allowed"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""TV"", ""Dedicated workspace"", ""Essentials"", ""Self check-in"", ""Building staff"", ""Heating"", ""Iron""]",,0,1,0,0,0,0,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
42860637,Bgles,Private room,2,1.0,28.0,2,30,"[""Washer"", ""Refrigerator"", ""Shared pool"", ""Hot water"", ""Wifi"", ""Essentials"", ""Smoke alarm"", ""Kitchen"", ""TV"", ""Heating"", ""Iron""]",5.0,30,1,1,1,0,0,0.8191780821917808,144.0,0,30.0,1.0,1.0,0.0,0.5,0.125,2.0,,,,1.0,,,1. Installer la climatisation
42870103,Bordeaux Sud,Entire home/apt,2,1.0,77.0,1,1125,"[""Refrigerator"", ""Hair dryer"", ""Lockbox"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""TV"", ""Cooking basics"", ""Heating"", ""Coffee maker"", ""Oven"", ""Essentials"", ""Self check-in"", ""Microwave"", ""Dishes and silverware"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Kitchen""]",4.48,18,1,1,0,0,0,0.28493150684931506,139.0,0,231.0,0.9827586206896551,0.9827586206896551,0.6896551724137931,0.2413793103448276,0.27586206896551724,2.0,,,1.0,,,,1. Installer un lave-linge
42874773,Centre ville (Merignac),Entire home/apt,2,1.0,,2,1125,"[""Piano"", ""Room-darkening shades"", ""Refrigerator"", ""Toaster"", ""Bread maker"", ""Hair dryer"", ""Ethernet connection"", ""Stove"", ""Drying rack for clothing"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Free street parking"", ""Shower gel"", ""Sound system"", ""Private entrance"", ""Clothing storage: closet"", ""Books and reading material"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Extra pillows and blankets"", ""Cleaning products"", ""Laundromat nearby"", ""Portable fans"", ""Outdoor furniture"", ""Free parking garage on premises \u2013 1 space"", ""Cleaning available during stay"", ""Coffee"", ""Backyard"", ""Essentials"", ""Oven"", ""Hangers"", ""Microwave"", ""Private patio or balcony"", ""Washer"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Single level home"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Board games"", ""Smoke alarm"", ""Kitchen"", ""Bathtub"", ""Dining table""]",4.88,0,1,1,1,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
42897749,Floirac,Entire home/apt,4,1.0,43.0,5,1125,"[""Room-darkening shades"", ""Refrigerator"", ""Toaster"", ""HDTV"", ""Hair dryer"", ""Ethernet connection"", ""Free driveway parking on premises \u2013 1 space"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""First aid kit"", ""Carbon monoxide alarm"", ""Freezer"", ""Coffee maker: espresso machine"", ""Shower gel"", ""Long term stays allowed"", ""Mini fridge"", ""Heating"", ""Cooking basics"", ""Private entrance"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Cleaning products"", ""Laundromat nearby"", ""Outdoor furniture"", ""Trash compactor"", ""Outdoor dining area"", ""Coffee"", ""Backyard"", ""Essentials"", ""Oven"", ""Hangers"", ""Microwave"", ""Washer"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Single level home"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Induction stove"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",4.82,90,1,1,1,0,1,0.37534246575342467,255.0,0,37.0,0.8181818181818182,1.0,0.36363636363636365,0.2727272727272727,0.5454545454545454,1.0,,,,,,1.0,1. Réduire le minimum de nuits
42926890,Gradignan,Private room,6,4.0,,2,1125,"[""Refrigerator"", ""Stove"", ""Free parking on premises"", ""Private living room"", ""Dishwasher"", ""Free street parking"", ""TV"", ""Long term stays allowed"", ""Private entrance"", ""Cooking basics"", ""Coffee maker"", ""Cleaning available during stay"", ""Oven"", ""Hangers"", ""Patio or balcony"", ""Microwave"", ""Washer"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Kitchen""]",,0,1,1,1,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
43008251,Gradignan,Entire home/apt,8,4.0,415.0,3,1125,"[""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Drying rack for clothing"", ""High chair"", ""Free parking on premises"", ""Barbecue utensils"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""BBQ grill"", ""Freezer"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Private entrance"", ""Books and reading material"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Cleaning products"", ""Outdoor furniture"", ""Outdoor dining area"", ""Backyard"", ""Essentials"", ""Game console: PS4"", ""Ping pong table"", ""Hangers"", ""Oven"", ""Private pool"", ""Microwave"", ""Patio or balcony"", ""Washer"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Dryer"", ""Clothing storage: walk-in closet"", ""Wifi"", ""Children\u2019s books and toys for ages 5-10 years old and 10+ years old"", ""Smoke alarm"", ""Kitchen"", ""Bathtub"", ""Fire pit"", ""Dining table""]",4.93,48,1,1,1,1,1,0.10136986301369863,39.0,1,27.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,3.0,,,,,,,Votre logement fait déjà partie des meilleurs de votre segment. Continuez ainsi !
43041856,Blanquefort,Private room,3,,,1,1125,"[""Pool"", ""Hair dryer"", ""Cooking basics"", ""Wifi"", ""Free parking on premises"", ""Essentials"", ""Smoke alarm"", ""Kitchen"", ""TV"", ""Air conditioning"", ""Heating""]",4.0,0,1,1,0,1,1,0.01643835616438356,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
43041935,Blanquefort,Private room,4,0.0,136.0,1,1125,"[""Pool"", ""Hair dryer"", ""Cooking basics"", ""Wifi"", ""Free parking on premises"", ""Essentials"", ""Smoke alarm"", ""Kitchen"", ""TV"", ""Air conditioning"", ""Heating""]",4.0,0,1,1,0,1,1,0.005479452054794521,0.0,-1,8.0,,,,,,,,,,,,,Pas assez de logements comparables dans votre segment pour un diagnostic fiable.
43042016,Blanquefort,Private room,6,2.0,171.0,1,1125,"[""Pool"", ""Hair dryer"", ""Cooking basics"", ""Wifi"", ""Free parking on premises"", ""Essentials"", ""Smoke alarm"", ""Kitchen"", ""TV"", ""Air conditioning"", ""Heating""]",,0,1,1,0,1,1,0.0,0.0,-1,8.0,,,,,,,,,,,,,Pas assez de logements comparables dans votre segment pour un diagnostic fiable.
43058465,Le Bouscat,Entire home/apt,2,1.0,85.0,4,95,"[""Host greets you"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Baking sheet"", ""Iron"", ""Free washer \u2013 In unit"", ""TV"", ""Long term stays allowed"", ""Private entrance"", ""Cooking basics"", ""Heating"", ""Coffee maker"", ""Portable air conditioning"", ""Oven"", ""Essentials"", ""Hangers"", ""Microwave"", ""Dishes and silverware"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Kitchen""]",4.84,32,1,1,1,1,1,0.27123287671232876,90.0,0,63.0,0.9411764705882353,0.9411764705882353,0.8235294117647058,0.29411764705882354,0.7647058823529411,2.0,,,,,,1.0,1. Réduire le minimum de nuits
43132538,Arlac,Entire home/apt,6,3.0,239.0,3,730,"[""Toaster"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Free parking on premises"", ""Baking sheet"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""BBQ grill"", ""Freezer"", ""TV"", ""Air conditioning"", ""Sound system"", ""Heating"", ""Cooking basics"", ""Books and reading material"", ""Coffee maker"", ""Outdoor dining area"", ""Essentials"", ""Oven"", ""Microwave"", ""Washer"", ""Pool"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Dryer"", ""Wifi"", ""Board games"", ""Smoke alarm"", ""Kitchen""]",5.0,24,1,1,1,1,1,0.5424657534246575,16.0,1,17.0,0.8,1.0,1.0,0.4,1.0,3.0,,,,,,,Votre logement fait déjà partie des meilleurs de votre segment. Continuez ainsi !
43140259,Gradignan,Entire home/apt,6,3.0,120.0,3,1125,"[""Host greets you"", ""Refrigerator"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Stove"", ""Free parking on premises"", ""Dedicated workspace"", ""Iron"", ""Elevator"", ""Free street parking"", ""TV"", ""Long term stays allowed"", ""Cooking basics"", ""Heating"", ""Coffee maker"", ""Cleaning products"", ""Cleaning available during stay"", ""Oven"", ""Essentials"", ""Hangers"", ""Patio or balcony"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Kitchen""]",4.66,30,1,1,1,0,1,0.7561643835616438,108.0,0,26.0,1.0,1.0,0.5,0.625,1.0,1.0,,,,1.0,,1.0,"1. Installer la climatisation
2. Réduire le minimum de nuits"
43149169,Centre ville (Bordeaux),Entire home/apt,3,1.0,77.0,4,1125,"[""Refrigerator"", ""Hair dryer"", ""Lockbox"", ""Clothing storage: wardrobe"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Freezer"", ""TV"", ""Shower gel"", ""Long term stays allowed"", ""Heating"", ""Cooking basics"", ""Coffee maker"", ""Fire extinguisher"", ""Cleaning products"", ""Coffee"", ""Essentials"", ""Self check-in"", ""Hangers"", ""Microwave"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",3.6,0,1,1,0,0,0,0.2,138.0,0,293.0,0.9459459459459459,0.9324324324324325,0.44594594594594594,0.12162162162162163,0.02702702702702703,2.0,,,,,,1.0,1. Réduire le minimum de nuits
43176628,Centre ville (Bordeaux),Private room,2,1.0,,1,6,"[""Pets allowed"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""TV"", ""Dedicated workspace"", ""Essentials"", ""Air conditioning"", ""Building staff"", ""Self check-in"", ""Heating"", ""Iron""]",4.0,0,1,0,0,1,0,0.33972602739726027,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
43211042,Talence,Private room,2,1.0,,1,1125,"[""Pool"", ""Hair dryer"", ""Shampoo"", ""Wifi"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Gym"", ""Heating""]",4.78,0,1,0,0,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
43211416,Talence,Private room,2,1.0,,1,1125,"[""Pool"", ""Hair dryer"", ""Shampoo"", ""Wifi"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Gym"", ""Heating""]",5.0,0,1,0,0,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
43211449,Talence,Private room,2,1.0,,1,1125,"[""Pool"", ""Hair dryer"", ""Shampoo"", ""Wifi"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Gym"", ""Heating""]",5.0,0,1,0,0,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
43211504,Talence,Private room,2,1.0,,1,1125,"[""Pool"", ""Hair dryer"", ""Shampoo"", ""Wifi"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Gym"", ""Heating""]",,0,1,0,0,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
43211591,Talence,Private room,2,1.0,,1,1125,"[""Pool"", ""Hair dryer"", ""Shampoo"", ""Wifi"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Gym"", ""Heating""]",5.0,0,1,0,0,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
43211659,Talence,Private room,2,1.0,,1,1125,"[""Pool"", ""Hair dryer"", ""Shampoo"", ""Wifi"", ""Free parking on premises"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Gym"", ""Heating""]",4.43,0,1,0,0,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
43233334,Talence,Entire home/apt,2,0.0,45.0,1,1125,"[""Host greets you"", ""Room-darkening shades"", ""Courtyard view"", ""Refrigerator"", ""Hair dryer"", ""Stove"", ""Drying rack for clothing"", ""Free parking on premises"", ""Dedicated workspace"", ""Baking sheet"", ""Bed linens"", ""Elevator"", ""Free street parking"", ""Coffee maker: espresso machine"", ""TV"", ""Shower gel"", ""Mini fridge"", ""Heating"", ""Cooking basics"", ""Clothing storage: walk-in closet and closet"", ""Cleaning products"", ""Laundromat nearby"", ""Portable fans"", ""Outdoor furniture"", ""Outdoor dining area"", ""Essentials"", ""Hangers"", ""Microwave"", ""Private patio or balcony"", ""Dishes and silverware"", ""Hot water"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",4.74,72,0,1,0,0,1,0.7835616438356164,181.0,0,100.0,0.96,0.96,0.24,0.2,0.44,1.0,1.0,,,,,,1. Ajouter le Wifi
43236206,Villenave-d'Ornon,Entire home/apt,4,1.0,,3,1125,"[""Pets allowed"", ""Room-darkening shades"", ""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Stove"", ""Free parking on premises"", ""Clothing storage: closet and dresser"", ""Dedicated workspace"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Luggage dropoff allowed"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""TV"", ""Air conditioning"", ""Shower gel"", ""Mini fridge"", ""Heating"", ""Cooking basics"", ""Private entrance"", ""Fire extinguisher"", ""Cleaning products"", ""Portable fans"", ""Cleaning available during stay"", ""Coffee"", ""Backyard"", ""Essentials"", ""Oven"", ""Hangers"", ""Microwave"", ""Body soap"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen""]",5.0,0,1,1,0,1,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
43246605,Bruges,Private room,4,2.0,,2,14,"[""Shared pool"", ""Exterior security cameras on property"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Wifi"", ""Free parking on premises"", ""Essentials"", ""Smoke alarm"", ""TV"", ""Private living room"", ""Hangers"", ""Private entrance"", ""Heating""]",4.0,0,1,0,0,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
43250634,Villenave-d'Ornon,Entire home/apt,6,3.0,209.0,10,30,"[""Pets allowed"", ""Indoor fireplace: wood-burning"", ""Refrigerator"", ""Coffee maker: Nespresso, pour-over coffee"", ""Toaster"", ""Hair dryer"", ""Ethernet connection"", ""Pack \u2019n play/Travel crib"", ""Drying rack for clothing"", ""High chair"", ""Children\u2019s bikes"", ""Stove"", ""Private backyard \u2013 Fully fenced"", ""Lockbox"", ""Children\u2019s books and toys"", ""Baby safety gates"", ""Free parking on premises"", ""HDTV with Netflix"", ""Dedicated workspace"", ""Blender"", ""Pool view"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Barbecue utensils"", ""Iron"", ""Dishwasher"", ""Conditioner"", ""First aid kit"", ""Free washer \u2013 In unit"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Freezer"", ""Free street parking"", ""Beach essentials"", ""Record player"", ""Baby monitor"", ""Shower gel"", ""Ceiling fan"", ""Sound system"", ""Long term stays allowed"", ""Private outdoor pool - available all year, open 24 hours, pool toys"", ""Private entrance"", ""Heating"", ""Cooking basics"", ""Pocket wifi"", ""Rice maker"", ""Extra pillows and blankets"", ""Outdoor shower"", ""Cleaning products"", ""Laundromat nearby"", ""Portable fans"", ""Outdoor furniture"", ""Outdoor dining area"", ""Coffee"", ""Essentials"", ""Babysitter recommendations"", ""Ping pong table"", ""Hangers"", ""Oven"", ""Self check-in"", ""Microwave"", ""Private patio or balcony"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Hammock"", ""Bikes"", ""Game console"", ""Shampoo"", ""Wifi"", ""Board games"", ""Smoke alarm"", ""Kitchen"", ""Sun loungers"", ""Dining table""]",4.83,20,1,1,1,0,1,0.2684931506849315,78.0,0,54.0,1.0,0.9333333333333333,0.7333333333333333,0.5333333333333333,1.0,1.0,,,,1.0,,1.0,"1. Installer la climatisation
2. Réduire le minimum de nuits"
43255570,Le Bouscat,Private room,2,1.0,64.0,2,30,"[""Refrigerator"", ""Hair dryer"", ""Lockbox"", ""Free parking on premises"", ""Dedicated workspace"", ""Private living room"", ""Iron"", ""Luggage dropoff allowed"", ""Free street parking"", ""TV"", ""Private entrance"", ""Heating"", ""Coffee maker"", ""Essentials"", ""Self check-in"", ""Central air conditioning"", ""Private patio or balcony"", ""Dishes and silverware"", ""Single level home"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen""]",5.0,6,1,1,0,1,1,0.4602739726027397,22.5,0,12.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.0,,,1.0,,,,1. Installer un lave-linge
43255662,Nansouty - Saint Gens,Entire home/apt,2,0.0,26.0,30,300,"[""Refrigerator"", ""Hair dryer"", ""Stove"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Bed linens"", ""Iron"", ""Elevator"", ""Shower gel"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Private entrance"", ""Cooking basics"", ""Heating"", ""Coffee maker"", ""Cleaning products"", ""Laundromat nearby"", ""Essentials"", ""Hangers"", ""Microwave"", ""Private patio or balcony"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Smoke alarm"", ""Kitchen"", ""Bathtub""]",4.81,0,0,1,0,0,0,0.7561643835616438,79.0,0,67.0,0.9411764705882353,1.0,0.5882352941176471,0.23529411764705882,0.17647058823529413,2.0,1.0,,1.0,,,1.0,"1. Ajouter le Wifi
2. Installer un lave-linge
3. Réduire le minimum de nuits"
43322869,Bruges,Entire home/apt,4,2.0,,5,1125,"[""Washer"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Smoking allowed"", ""Smoke alarm"", ""Kitchen"", ""TV"", ""Essentials"", ""Air conditioning"", ""Hangers"", ""Heating"", ""Iron""]",,0,1,1,1,1,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
43345172,Les Eyquems,Private room,1,3.0,18.0,9,1125,"[""Host greets you"", ""Room-darkening shades"", ""Refrigerator"", ""Free parking on premises"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Private living room"", ""Park view"", ""Iron"", ""Luggage dropoff allowed"", ""Freezer"", ""Free street parking"", ""Garden view"", ""Clothing storage"", ""TV"", ""Long term stays allowed"", ""Heating"", ""Books and reading material"", ""Cooking basics"", ""Pocket wifi"", ""Coffee maker"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""Essentials"", ""Oven"", ""Hangers"", ""Microwave"", ""Patio or balcony"", ""Washer"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Dryer"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen""]",5.0,0,1,1,1,0,1,0.5178082191780822,48.0,-1,4.0,,,,,,,,,,,,,Pas assez de logements comparables dans votre segment pour un diagnostic fiable.
43403552,Le Bouscat,Entire home/apt,6,4.0,380.0,5,1125,"[""Piano"", ""Indoor fireplace: wood-burning"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Hair dryer"", ""Ethernet connection"", ""Drying rack for clothing"", ""Lockbox"", ""Children\u2019s books and toys"", ""HDTV with Netflix"", ""Children's playroom"", ""Dedicated workspace"", ""Baking sheet"", ""Barbecue utensils"", ""Wine glasses"", ""Bed linens"", ""Free driveway parking on premises \u2013 2 spaces"", ""Devialet Bluetooth sound system"", ""Iron"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - available upon request"", ""Free washer \u2013 In unit"", ""Freezer"", ""Free street parking"", ""Private outdoor pool - available seasonally, open specific hours, pool cover, pool toys, saltwater"", ""Clothing storage: closet and wardrobe"", ""Long term stays allowed"", ""Baby bath - available upon request"", ""Cooking basics"", ""Changing table - always at the listing"", ""Cleaning products"", ""Laundromat nearby"", ""Portable fans"", ""Outdoor furniture"", ""Crib - available upon request"", ""Outdoor dining area"", ""BBQ grill: gas"", ""Coffee maker: Nespresso"", ""Essentials"", ""Babysitter recommendations"", ""Ping pong table"", ""Hangers"", ""Oven"", ""AEG refrigerator"", ""Self check-in"", ""High chair - available upon request"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Radiant heating"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Wifi"", ""Board games"", ""Smoke alarm"", ""Kitchen"", ""Sun loungers"", ""Bathtub"", ""Dining table""]",5.0,60,1,1,1,1,1,0.3863013698630137,39.0,1,66.0,1.0,1.0,0.8823529411764706,0.7647058823529411,0.5882352941176471,3.0,,,,,,1.0,Votre logement fait déjà partie des meilleurs de votre segment. Continuez ainsi !
43446947,Centre ville (Bordeaux),Private room,2,1.0,,1,1125,"[""Extra pillows and blankets"", ""Hair dryer"", ""Fire extinguisher"", ""Hot water"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Air conditioning"", ""Bed linens"", ""TV"", ""Dedicated workspace"", ""Essentials"", ""Shower gel"", ""Paid parking off premises"", ""Hangers"", ""Heating""]",4.31,126,1,0,0,1,0,0.32054794520547947,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
43446957,Centre ville (Bordeaux),Private room,2,1.0,147.0,1,1125,"[""Pets allowed"", ""Room-darkening shades"", ""Hair dryer"", ""Dedicated workspace"", ""Bed linens"", ""Luggage dropoff allowed"", ""Elevator"", ""TV"", ""Air conditioning"", ""Shower gel"", ""Heating"", ""Coffee maker"", ""Extra pillows and blankets"", ""Paid parking off premises"", ""Essentials"", ""Hangers"", ""Hot water"", ""Shampoo"", ""Wifi""]",4.61,60,1,0,0,1,0,0.29863013698630136,36.0,1,53.0,1.0,0.7333333333333333,0.4666666666666667,0.26666666666666666,0.0,2.0,,1.0,,,,,Votre logement fait déjà partie des meilleurs de votre segment. Continuez ainsi !
43446969,Centre ville (Bordeaux),Private room,2,1.0,168.0,1,1125,"[""Room-darkening shades"", ""Elevator"", ""Extra pillows and blankets"", ""Hair dryer"", ""Fire extinguisher"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Air conditioning"", ""Bed linens"", ""TV"", ""Dedicated workspace"", ""Essentials"", ""Shower gel"", ""Paid parking off premises"", ""Hangers"", ""Heating""]",4.34,24,1,0,0,1,0,0.27945205479452057,36.0,0,53.0,1.0,0.7333333333333333,0.4666666666666667,0.26666666666666666,0.0,2.0,,1.0,,,,,1. Ajouter une cuisine équipée
43446973,Centre ville (Bordeaux),Private room,1,1.0,95.0,1,1125,"[""Luggage dropoff allowed"", ""Elevator"", ""Extra pillows and blankets"", ""Hair dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Air conditioning"", ""Bed linens"", ""TV"", ""Dedicated workspace"", ""Essentials"", ""Shower gel"", ""Paid parking off premises"", ""Hangers"", ""Heating""]",4.59,42,1,0,0,1,0,0.3095890410958904,36.0,1,53.0,1.0,0.7333333333333333,0.4666666666666667,0.26666666666666666,0.0,2.0,,1.0,,,,,Votre logement fait déjà partie des meilleurs de votre segment. Continuez ainsi !
43447516,Bgles,Entire home/apt,5,3.0,,3,30,"[""Room-darkening shades"", ""Refrigerator"", ""Private backyard \u2013 Fully fenced"", ""Hair dryer"", ""Ethernet connection"", ""Drying rack for clothing"", ""Bose Bluetooth sound system"", ""Free parking on premises"", ""Indoor fireplace"", ""Dedicated workspace"", ""Baking sheet"", ""Blender"", ""Barbecue utensils"", ""Wine glasses"", ""Bed linens"", ""Lake access"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""BBQ grill"", ""Freezer"", ""Free street parking"", ""TV"", ""Long term stays allowed"", ""Private entrance"", ""Books and reading material"", ""Heating"", ""Cooking basics"", ""Extra pillows and blankets"", ""Cleaning products"", ""Laundromat nearby"", ""Trash compactor"", ""Coffee maker: french press"", ""Outdoor dining area"", ""Portable air conditioning"", ""Essentials"", ""Oven"", ""Hangers"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Clothing storage: walk-in closet and dresser"", ""Hot water"", ""Wifi"", ""Board games"", ""Smoke alarm"", ""Kitchen"", ""Bathtub"", ""Dining table""]",5.0,12,1,1,1,1,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
